EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
2.5,4,M6,40.1931,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,S5,41.6642,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.7,6,S6,34.8235,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.3,4,M6,34.7,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,A7,36.2,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
3.5,6,A7,33.2,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,MidsizeCars,1,0
5.5,8,A7,33.0,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
5.5,8,A7,32.3,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,MidsizeCars,1,0
6.3,8,A7,27.1158,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
2.4,4,S4,42.2146,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,0,1
2.5,4,AV,45.6729,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,M6,37.9499,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,AVS6,38.0347,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AV,46.6,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,AVS6,36.4102,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,M6,43.0,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,AV,47.5129,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,39.6,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,AVS6,42.6998,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.6,4,A4,46.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.6,4,M5,47.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,AV,47.5,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,A4,44.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,M6,44.2,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
6.7,12,S6,24.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,MidsizeCars,1,0
2.8,6,S6,37.1185,Turbocharged,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,0
2.4,4,S6,46.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,S6,46.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.6,6,S6,35.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,M6,37.0574,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,MidsizeCars,0,1
2.5,4,M6,34.6,Turbocharged,6,0,0,AllWheelDrive,2,2,MidsizeCars,1,0
2.5,4,AV,42.9215,NaturallyAspirated,1,1,0,AllWheelDrive,2,2,MidsizeCars,0,1
3.6,6,S5,34.2708,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,MidsizeCars,0,1
2.5,4,M6,46.8,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.5,4,S6,45.0566,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.5,6,S6,39.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.4,4,AV,48.2,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
1.8,4,AV,69.6404,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
2.0,4,S6,42.0,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
3.0,6,S6,32.0,Turbocharged,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
4.4,8,S6,30.8,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,MidsizeCars,1,0
3.2,6,S6,36.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,MidsizeCars,1,0
4.2,8,S6,31.5002,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,LargeCars,1,0
3.0,6,S8,39.4937,Turbocharged,8,1,0,TwoWheelDriveRear,2,2,LargeCars,1,1
4.4,8,S8,30.9537,Turbocharged,8,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.4,8,S8,30.561999999999998,Turbocharged,8,1,0,AllWheelDrive,2,2,LargeCars,1,0
4.4,8,S6,30.1726,Turbocharged,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.4,8,S6,27.7,Turbocharged,6,1,0,AllWheelDrive,2,2,LargeCars,1,0
4.4,8,S6,29.4521,Turbocharged,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.4,8,S6,27.7,Turbocharged,6,1,0,AllWheelDrive,2,2,LargeCars,1,0
6.0,12,S8,26.7495,Turbocharged,8,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
3.9,6,A4,37.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,LargeCars,1,0
3.9,6,A4,36.6,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,LargeCars,1,0
4.6,8,A4,31.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,LargeCars,0,0
4.6,8,A4,31.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,LargeCars,0,0
4.6,8,A4,31.9,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,LargeCars,0,0
4.6,8,A4,22.7,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,LargeCars,0,0
4.6,8,A4,24.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,LargeCars,0,0
3.5,6,A4,40.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,LargeCars,1,0
3.5,6,A4,41.2,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,LargeCars,1,0
3.9,6,A4,37.3,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,LargeCars,1,0
3.5,6,A5,32.1,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,LargeCars,0,0
5.7,8,A5,31.9,NaturallyAspirated,5,1,0,AllWheelDrive,1,1,LargeCars,1,0
2.7,6,A4,35.7,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,LargeCars,0,0
3.5,6,A4,34.2,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,LargeCars,0,0
5.7,8,A5,34.5,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,LargeCars,1,0
6.1,8,A5,26.0,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,LargeCars,0,0
2.7,6,A4,35.7,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,LargeCars,0,0
3.5,6,A4,34.2,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,LargeCars,0,0
5.7,8,A5,34.5,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,LargeCars,1,0
6.1,8,A5,26.0,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,LargeCars,0,0
3.5,6,A5,32.1,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,LargeCars,0,0
5.7,8,A5,31.9,NaturallyAspirated,5,1,0,AllWheelDrive,1,1,LargeCars,1,0
4.6,8,A4,33.3052,NaturallyAspirated,4,1,1,TwoWheelDriveRear,1,1,LargeCars,0,0
3.5,6,S6,34.9,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,LargeCars,1,0
3.5,6,A6,34.7,Turbocharged,6,1,1,AllWheelDrive,2,2,LargeCars,1,0
3.5,6,S6,37.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
3.5,6,A6,27.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
2.4,4,M5,43.1043,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,LargeCars,1,1
2.4,4,A5,43.2916,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,1
3.5,6,A5,41.2,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,1
3.3,6,A5,36.2,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
3.8,6,A5,35.6,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
3.8,6,A6,38.3,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.6,8,A6,34.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
2.4,4,A5,44.4,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
2.4,4,M5,44.8,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,LargeCars,1,0
3.3,6,A5,40.1,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
3.5,6,S7,34.1997,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
3.5,6,S5,30.5499,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,LargeCars,1,0
4.5,8,S5,29.6,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.5,8,S5,27.2,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,LargeCars,1,0
5.0,8,S6,29.7559,Supercharged,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
5.0,8,S6,32.6701,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,1
5.0,8,S6,31.0736,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,1
4.6,8,A4,33.3052,NaturallyAspirated,4,1,1,TwoWheelDriveRear,1,1,LargeCars,0,0
3.5,6,A6,31.5,NaturallyAspirated,6,1,1,FourWheelDrive,2,2,LargeCars,1,0
3.5,6,A6,34.7,Turbocharged,6,1,1,FourWheelDrive,2,2,LargeCars,1,0
3.5,6,A6,33.0,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,LargeCars,1,0
4.6,8,A4,33.3052,NaturallyAspirated,4,1,1,TwoWheelDriveRear,1,1,LargeCars,0,0
4.2,8,A6,24.1837,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.7,8,A6,25.5102,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,LargeCars,1,0
5.5,12,A5,21.4,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,LargeCars,1,0
6.0,12,A5,21.4,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,LargeCars,1,0
6.0,12,A5,21.7,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,LargeCars,1,0
5.5,8,A7,32.0,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
5.5,8,A7,29.8,NaturallyAspirated,7,1,0,FourWheelDrive,2,2,LargeCars,1,0
5.5,12,A5,23.9,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,LargeCars,1,0
6.3,8,A7,24.6,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
6.0,12,A5,23.1,Turbocharged,5,1,0,TwoWheelDriveRear,2,1,LargeCars,1,0
3.5,6,A7,35.0,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
4.8,8,A7,33.2603,NaturallyAspirated,7,1,0,AllWheelDrive,2,2,LargeCars,1,1
4.8,8,A7,33.2603,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,LargeCars,1,1
4.8,8,A7,32.0263,Turbocharged,7,1,0,AllWheelDrive,2,2,LargeCars,1,1
6.6,12,S8,27.3,Turbocharged,8,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
6.7,12,S6,24.2,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,LargeCars,1,0
3.5,6,S6,39.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,LargeCars,1,0
2.0,4,M6,40.4003,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,S6,38.8702,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,S6,60.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,0,0
2.0,4,S6,37.1,Turbocharged,6,0,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.0,4,S6,37.7989,Turbocharged,6,1,0,AllWheelDrive,2,2,SmallStationWagons,1,1
3.0,6,S6,38.1696,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,SmallStationWagons,1,1
3.0,6,M6,36.798,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,SmallStationWagons,1,1
3.0,6,S6,35.5404,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SmallStationWagons,1,1
3.0,6,M6,35.4606,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SmallStationWagons,1,1
3.0,6,S6,38.3,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,SmallStationWagons,1,0
3.6,6,S6,37.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,SmallStationWagons,1,0
3.0,6,S6,36.1,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
3.6,6,S6,37.2,NaturallyAspirated,6,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.0,4,M5,43.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,AV,38.0,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,AV,35.3,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,M5,40.1,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.5,4,M5,46.2622,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.5,4,A5,49.3,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.5,4,S5,47.4,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,A4,42.6,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,M5,43.5,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
3.5,6,S5,33.3,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallStationWagons,1,0
3.5,6,S5,32.349000000000004,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
1.6,4,A4,43.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.6,4,M5,44.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,A4,41.8,NaturallyAspirated,4,1,1,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,M5,42.8,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,AM6,34.7,Turbocharged,6,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.4,4,M5,37.2218,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,AVS6,37.4911,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.8,4,M6,41.799,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.8,4,AV,43.2609,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.8,4,A4,43.7,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.8,4,M5,44.8,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,S5,40.0,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,M5,38.6,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,A4,35.5877,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.0,4,S5,37.5,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,0,0
2.0,4,M6,43.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,0,0
2.0,4,M6,41.0456,Turbocharged,6,0,0,AllWheelDrive,2,2,SmallStationWagons,0,0
2.0,4,S6,38.4627,Turbocharged,6,1,0,AllWheelDrive,2,2,SmallStationWagons,0,0
2.0,4,S5,38.2,Turbocharged,5,1,0,AllWheelDrive,2,2,SmallStationWagons,0,0
2.5,4,M5,37.071,NaturallyAspirated,5,0,0,AllWheelDrive,2,2,SmallStationWagons,0,1
2.5,4,S4,35.9226,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SmallStationWagons,0,1
2.5,4,M5,34.1435,Turbocharged,5,0,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.5,4,S4,32.9103,Turbocharged,4,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.5,4,M6,31.8,Turbocharged,6,0,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.0,4,M6,42.3461,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,AV,41.5661,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,M6,41.7078,NaturallyAspirated,6,0,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.0,4,AV,40.2345,NaturallyAspirated,1,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
1.8,4,A4,43.629,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
1.8,4,M5,44.7393,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,A4,36.1596,NaturallyAspirated,4,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.4,4,M5,38.9575,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,S5,40.2796,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,M5,38.7,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.4,4,S4,38.7,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.0,4,S6,60.1,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,0,0
2.0,4,M6,58.535,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,0,0
2.5,5,M5,39.5714,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.5,5,S6,40.0169,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.5,5,S5,37.6,Turbocharged,5,1,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.5,5,M6,37.5,Turbocharged,6,0,0,AllWheelDrive,2,2,SmallStationWagons,1,0
2.4,5,S5,39.348,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.5,5,M6,40.4,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
2.5,5,S5,40.6,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,SmallStationWagons,1,0
3.0,6,S6,34.7286,Supercharged,6,1,0,AllWheelDrive,2,2,Other,1,0
3.0,6,M6,32.5289,Turbocharged,6,0,0,AllWheelDrive,2,2,Other,1,0
3.0,6,S6,33.7229,Turbocharged,6,1,0,AllWheelDrive,2,2,Other,1,0
2.4,4,A4,37.0711,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,Other,1,0
2.7,6,A5,35.9,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,Other,1,0
2.0,4,S6,42.0,Turbocharged,6,0,0,TwoWheelDriveFront,2,2,Other,1,0
3.2,6,S6,36.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,Other,1,0
2.9,4,A4,34.1514,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,M5,35.3237,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
3.7,5,A4,31.8217,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
5.3,8,A4,27.9,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,1,0
3.7,5,A4,27.0,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,A4,34.3,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,M5,35.5,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
3.7,5,A4,31.6,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
5.3,8,A4,27.9,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,1,0
2.3,4,A5,32.8232,NaturallyAspirated,5,1,1,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.3,4,M5,37.7,NaturallyAspirated,5,0,1,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
4.0,6,M5,28.6,NaturallyAspirated,5,0,1,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,0,0
4.0,6,A5,28.5,NaturallyAspirated,5,1,1,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,0,0
2.9,4,A4,34.1796,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,M5,35.2582,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
3.7,5,A4,31.8467,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
5.3,8,A4,27.9,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,1,0
3.7,5,A4,27.0,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,A4,34.3,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
2.9,4,M5,35.5,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
3.7,5,A4,31.6,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,0,0
5.3,8,A4,27.9,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SmallPickupTrucks2WD,1,0
2.5,4,A5,30.1688,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.5,4,M5,31.7,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
4.0,6,A5,27.7366,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
4.0,6,M6,27.5894,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.5,4,A5,30.2,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.5,4,M5,31.8,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
4.0,6,A5,27.7857,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.7,4,A4,35.4291,NaturallyAspirated,4,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.7,4,M5,36.1463,NaturallyAspirated,5,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
4.0,6,A5,29.2,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
4.0,6,M6,25.3,NaturallyAspirated,6,0,0,TwoWheelDriveRear,2,2,SmallPickupTrucks2WD,1,0
2.9,4,A4,32.4,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
2.9,4,M5,34.1,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
3.7,5,A4,31.4112,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
5.3,8,A4,26.6,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SmallPickupTrucks4WD,1,0
3.7,5,A4,29.7999,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
3.7,5,A4,29.7999,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
5.3,8,A4,26.6,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SmallPickupTrucks4WD,1,0
