EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
4.0,6,M5,26.2,NaturallyAspirated,5,0,1,FourWheelDrive,1,1,SmallPickupTrucks4WD,0,0
4.0,6,A5,24.6648,NaturallyAspirated,5,1,1,FourWheelDrive,1,1,SmallPickupTrucks4WD,0,0
2.9,4,A4,32.4,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
2.9,4,M5,34.1,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
3.7,5,A4,31.3858,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
5.3,8,A4,26.6,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SmallPickupTrucks4WD,1,0
3.7,5,A4,29.7999,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
3.7,5,A4,29.7999,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,0,0
5.3,8,A4,26.6,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,SmallPickupTrucks4WD,1,0
4.0,6,M6,26.82,NaturallyAspirated,6,0,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
4.0,6,A5,26.6538,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
4.0,6,A5,26.3846,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
2.7,4,M5,30.3,NaturallyAspirated,5,0,0,ParttimeFourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
4.0,6,A5,28.3,NaturallyAspirated,5,1,0,ParttimeFourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
4.0,6,M6,24.4,NaturallyAspirated,6,0,0,ParttimeFourWheelDrive,2,2,SmallPickupTrucks4WD,1,0
4.3,6,A4,27.8055,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.8,8,A4,26.2283,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
5.3,8,A6,29.3708,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
6.2,8,A6,26.1,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
6.0,8,AV,30.5,NaturallyAspirated,1,0,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
5.3,8,A6,30.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
3.7,6,A4,28.1,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.7,8,A5,25.6,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
3.7,6,A4,27.8,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.7,8,A5,25.6,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
5.7,8,A5,27.1,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
4.0,6,A5,27.8,NaturallyAspirated,5,1,1,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.6,8,A6,29.0,NaturallyAspirated,6,1,1,TwoWheelDriveRear,2,1,StandardPickupTrucks2WD,0,0
5.4,8,A6,27.0426,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,1,StandardPickupTrucks2WD,0,0
4.6,8,A4,26.7829,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.6,8,A6,28.4633,NaturallyAspirated,6,1,1,TwoWheelDriveRear,2,1,StandardPickupTrucks2WD,0,0
4.3,6,A4,27.8522,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0,0
4.8,8,A4,26.2125,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
5.3,8,A6,29.3645,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
6.2,8,A6,26.1,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
6.0,8,AV,30.5,NaturallyAspirated,1,0,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
5.3,8,A6,30.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1,0
5.6,8,A5,24.9815,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1,0
5.6,8,A5,25.0089,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1,0
4.0,6,S5,25.7499,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1,0
4.6,8,S6,28.0212,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1,0
5.7,8,S6,25.5551,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1,0
4.3,6,A4,24.1937,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.8,8,A4,24.1496,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
5.3,8,A6,29.0205,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
6.2,8,A6,25.7999,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
6.0,8,AV,30.2999,NaturallyAspirated,1,0,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
3.7,6,A4,24.4,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.7,8,A5,25.6,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.7,8,A5,24.5,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
5.7,8,A5,25.4,NaturallyAspirated,5,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
4.0,6,A5,25.7535,NaturallyAspirated,5,1,1,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.6,8,A6,26.6622,NaturallyAspirated,6,1,1,FourWheelDrive,2,1,StandardPickupTrucks4WD,0,0
5.4,8,A6,24.7939,NaturallyAspirated,6,1,0,FourWheelDrive,2,1,StandardPickupTrucks4WD,0,0
4.6,8,A6,27.1061,NaturallyAspirated,6,1,0,FourWheelDrive,2,1,StandardPickupTrucks4WD,0,0
4.6,8,A4,25.2298,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.3,6,A4,24.1937,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0,0
4.8,8,A4,24.1534,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
5.3,8,A6,29.0185,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
6.2,8,A6,25.8026,NaturallyAspirated,6,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
6.0,8,AV,30.2999,NaturallyAspirated,1,0,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
6.2,8,A6,25.7999,NaturallyAspirated,6,1,0,AllWheelDrive,1,1,StandardPickupTrucks4WD,1,0
3.5,6,A5,28.2,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,StandardPickupTrucks4WD,1,1
3.7,5,M5,25.2,NaturallyAspirated,5,0,0,FourWheelDrive,2,2,StandardPickupTrucks4WD,0,0
3.7,5,A4,25.1,NaturallyAspirated,4,1,0,FourWheelDrive,2,2,StandardPickupTrucks4WD,0,0
5.3,8,A4,22.2999,NaturallyAspirated,4,1,0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1,0
5.6,8,A5,23.061,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1,0
5.6,8,A5,23.1109,NaturallyAspirated,5,1,0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1,0
4.6,8,S6,26.2295,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,StandardPickupTrucks4WD,1,0
5.7,8,S6,23.4318,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,StandardPickupTrucks4WD,1,0
5.7,8,S6,23.9993,NaturallyAspirated,6,1,0,ParttimeFourWheelDrive,2,2,StandardPickupTrucks4WD,1,0
4.3,6,A4,27.6,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,0,0
5.3,8,A4,24.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,1,0
5.3,8,A4,23.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,1,0
5.3,8,A4,22.7619,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansCargoTypes,1,0
5.3,8,A4,22.9,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansCargoTypes,1,0
4.3,6,A4,27.6,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,0,0
5.3,8,A4,24.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,1,0
5.3,8,A4,23.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansCargoTypes,1,0
5.3,8,A4,22.7619,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansCargoTypes,1,0
5.3,8,A4,22.9,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansCargoTypes,1,0
5.3,8,A4,23.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansPassengerType,1,0
5.3,8,A4,22.9,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansPassengerType,1,0
5.3,8,A4,23.2999,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,VansPassengerType,1,0
5.3,8,A4,22.9,NaturallyAspirated,4,1,0,AllWheelDrive,1,1,VansPassengerType,1,0
2.0,4,A4,35.0,NaturallyAspirated,4,1,1,TwoWheelDriveFront,2,2,Other,0,0
3.3,6,A4,33.0988,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,SpecialPurposeVehicleminivan2WD,0,0
3.8,6,A6,31.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,1,1,SpecialPurposeVehicleminivan2WD,0,0
4.0,6,A6,35.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,0,0
3.3,6,A4,33.0988,NaturallyAspirated,4,1,0,TwoWheelDriveFront,1,1,SpecialPurposeVehicleminivan2WD,0,0
3.8,6,A6,31.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,1,1,SpecialPurposeVehicleminivan2WD,0,0
4.0,6,A6,35.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,0,0
3.5,6,A5,35.5,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
3.5,6,A5,32.4,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
3.8,6,A5,32.4,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
3.8,6,A5,32.4,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
2.3,4,M5,39.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
2.3,4,S5,38.1,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
3.5,6,A5,34.0,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1,0
3.8,6,A6,31.9,NaturallyAspirated,6,1,0,TwoWheelDriveFront,1,1,SpecialPurposeVehicleminivan2WD,0,0
4.0,6,A6,35.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,0,0
3.5,6,A5,29.2,NaturallyAspirated,5,1,0,AllWheelDrive,2,2,Other,1,0
2.3,4,S5,34.4,Turbocharged,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
3.6,6,A6,33.0,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,28.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.0,8,AV,30.5,NaturallyAspirated,1,0,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,28.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,S6,34.5,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
5.3,8,A6,28.9935,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,26.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
5.3,8,A6,28.9935,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,26.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
5.3,8,A6,28.9935,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.0,8,AV,30.5,NaturallyAspirated,1,0,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A6,45.1,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,A6,34.5482,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,A4,40.3,Turbocharged,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,M5,40.6,Turbocharged,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.2,4,A4,42.3991,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.2,4,M5,44.9991,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M5,41.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A4,41.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.2,4,A4,42.3991,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.2,4,M5,44.9991,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M5,41.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A4,41.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.6,6,A6,33.0,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A4,34.1,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
2.4,4,A4,35.0,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A6,33.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
3.7,6,A4,30.5,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
4.0,6,A5,29.4,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,0,0
3.5,6,A6,34.2,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
2.5,4,A6,39.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,M5,38.6,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,A6,34.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,AV,42.9,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
5.4,8,A6,27.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,1,SpecialPurposeVehicleSUV2WD,0,0
4.0,6,A5,27.8,NaturallyAspirated,5,1,1,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
4.6,8,A6,29.0,NaturallyAspirated,6,1,1,TwoWheelDriveRear,2,1,SpecialPurposeVehicleSUV2WD,0,0
3.5,6,A6,34.2,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
3.6,6,A6,33.0,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
5.3,8,A6,28.9935,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,28.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.0,8,AV,30.5,NaturallyAspirated,1,0,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
5.3,8,A6,28.9935,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,28.4,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
6.2,8,A6,26.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A6,45.1,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,A6,34.5482,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A5,38.3,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
2.4,4,A5,39.2,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
2.4,4,A5,34.3,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
2.4,4,M5,31.9,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
3.5,6,A5,31.9475,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,1
2.4,4,A6,38.6,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M6,36.7,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A6,36.4,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M6,41.6,NaturallyAspirated,6,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,A6,43.2286,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.8,6,A6,32.5,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,S7,31.4961,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
5.6,8,A5,24.2,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.7,6,A5,27.2,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
5.7,8,A5,27.1,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,M5,40.2397,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,AV,38.0,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M5,39.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,AV,34.7,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.7,6,A5,28.8,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
5.7,8,A5,27.1,NaturallyAspirated,5,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1,0
3.7,6,A4,30.5,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
2.0,4,M5,40.2397,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,AV,38.0,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,M5,39.2,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.4,4,AV,34.7,NaturallyAspirated,1,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.8,6,A4,28.2,NaturallyAspirated,4,1,0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
3.8,6,A5,29.5,NaturallyAspirated,5,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
4.6,8,A6,29.9,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,A4,34.5,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.0,4,M5,35.3,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.7,6,A4,32.7,NaturallyAspirated,4,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
3.5,6,S6,34.5,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,AVS6,39.0959,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,S6,32.2,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A6,34.2,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,0,0
5.4,8,A6,27.0,NaturallyAspirated,6,1,0,TwoWheelDriveRear,2,1,SpecialPurposeVehicleSUV2WD,0,0
2.3,4,S6,34.7,Turbocharged,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,S5,38.6,NaturallyAspirated,5,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.7,6,S6,30.5,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,M5,38.6,NaturallyAspirated,5,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,A6,39.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,A6,34.8,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,AV,42.9,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A7,30.6,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.5,6,A7,28.7,NaturallyAspirated,7,1,0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,A6,39.2,NaturallyAspirated,6,1,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
3.0,6,A6,34.8,NaturallyAspirated,6,1,1,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
2.5,4,AV,42.9,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
4.0,6,A5,27.8,NaturallyAspirated,5,1,1,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0,0
4.6,8,A6,29.0,NaturallyAspirated,6,1,1,TwoWheelDriveRear,2,1,SpecialPurposeVehicleSUV2WD,0,0
2.4,4,AVS6,37.9764,NaturallyAspirated,1,0,0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1,0
